accuracy,macro_precision,macro_recall,macro_f1,train_fraction
0.9228605865809562,0.9223357106203991,0.923067365129622,0.9222611866191123,0.2
0.9497790277219766,0.9498849956195542,0.9499053099123567,0.9496663196740541,0.4
0.9622338288469264,0.9621873537014832,0.9623072329892799,0.96219059976625,0.6
0.9666532744073926,0.96664165179475,0.9667130209005587,0.9666382834308107,0.8
0.969867416633186,0.9699144038624589,0.9699123488074392,0.9698927894974084,1.0
