accuracy,macro_precision,macro_recall,macro_f1,case
0.19927681799919647,0.15774120574595635,0.19874768983029853,0.1511939907143168,brightness_dark
0.26516673362796306,0.1548267008985879,0.26634959612277864,0.1373420926273517,brightness_bright
